ID,firstName,lastName,rank_code,spaceship_ID,starDustCollection,traveledDistance,birthDay,lang_code,originPlanet_ID,email,createdAt,createdBy,modifiedAt,modifiedBy
31304730-b390-4fc2-9fa5-e296e59a932a,Unity,Luna,captain,28668817-b787-45b7-835c-da9024e5bf27,81,38273.42,2023-09-09,hu,13355817-fdde-41b3-9826-a3b9703ac933,Unity.Luna@aldiiisey.com,2007-03-25T23:00:00.000Z,createdBy.imyvu@aldiiisey.com,2006-05-16T23:00:00.000Z,modifiedBy.imyvu@example.org
31304731-44c1-44f3-b611-612affcf0b43,Enigma,Santiago,captain,28668818-75fa-4a06-881b-7e8f285dffc8,59,19853.08,2019-08-30,hu,13355817-fdde-41b3-9826-a3b9703ac933,Enigma.Santiago@aldiiisey.com,2014-04-30T23:00:00.000Z,createdBy.imyvv@example.net,2013-07-04T23:00:00.000Z,modifiedBy.imyvv@example.net
31304732-d70f-4710-aa65-cd3c26811954,Tucker,Price,captain,28668819-b147-43ed-ac33-9eb8f99f15dd,3,55551.83,2010-10-09,hu,13355817-fdde-41b3-9826-a3b9703ac933,Tucker.Price@aldiiisey.com,2011-04-20T23:00:00.000Z,createdBy.imyvw@example.net,2022-09-24T23:00:00.000Z,modifiedBy.imyvw@example.net
31304733-d2f9-45d6-965b-2d0a2c53a6eb,Sebastian,Yun,captain,28668820-e998-444b-a22c-ef1738c566a0,86,44382.84,2010-05-12,hu,13355817-fdde-41b3-9826-a3b9703ac933,Sebastian.Yun@aldiiisey.com,2011-11-01T23:00:00.000Z,createdBy.imyvx@example.net,2019-06-07T23:00:00.000Z,modifiedBy.imyvx@example.org
31304734-5c33-498d-a531-c0129ead9ddc,Xenial,Gibson,captain,28668825-fd54-45ed-8cbd-a4b7adda88f4,4,57437.95,2008-09-12,hu,13355817-fdde-41b3-9826-a3b9703ac933,Xenial.Gibson@aldiiisey.com,2017-07-13T23:00:00.000Z,createdBy.imyvy@aldiiisey.com,2014-04-12T23:00:00.000Z,modifiedBy.imyvy@aldiiisey.com
31304735-5143-4828-ba5e-1bdc548c708d,Emily,Zimmer,captain,28668826-7e26-481b-bccf-add0afa493ce,56,70277.04,2012-03-18,hu,13355817-fdde-41b3-9826-a3b9703ac933,Emily.Zimmer@aldiiisey.com,2002-06-14T23:00:00.000Z,createdBy.imyvz@aldiiisey.com,2021-02-28T23:00:00.000Z,modifiedBy.imyvz@aldiiisey.com
31304736-5d83-460d-b568-167c94442d7a,Flux,Cooper,captain,28668827-cbf1-46d8-9480-a2cd3b7fd370,1,51603.41,2008-06-01,hu,13355817-fdde-41b3-9826-a3b9703ac933,Flux.Cooper@aldiiisey.com,2000-01-23T23:00:00.000Z,createdBy.imyw0@example.net,2014-03-07T23:00:00.000Z,modifiedBy.imyw0@example.org
31304737-63aa-4e1f-abef-afabd4af7cd8,Mateo,Powell,captain,28668828-18e6-4a5c-b226-c84b1085ecb9,78,4837.89,2017-03-25,hu,14708052-7e67-42ec-a87f-1b2b13af25f9,Mateo.Powell@aldiiisey.com,2012-08-08T23:00:00.000Z,createdBy.imyw1@example.org,2019-08-11T23:00:00.000Z,modifiedBy.imyw1@example.net
31304738-c525-4388-b0f6-bbdf8bea5f3d,Elizabeth,Tran,captain,28668829-4ebd-474d-9f84-75009100d532,80,55948.42,2023-05-13,hu,13355817-fdde-41b3-9826-a3b9703ac933,Elizabeth.Tran@aldiiisey.com,2021-09-27T23:00:00.000Z,createdBy.imyw2@aldiiisey.com,2015-05-05T23:00:00.000Z,modifiedBy.imyw2@example.org
31304739-2f67-4d85-b308-bef41d0a9ab9,Olivia,Dunn,senior,28668806-9613-4716-bbcd-d08849a95869,72,37275.95,2008-06-22,hu,13355817-fdde-41b3-9826-a3b9703ac933,Olivia.Dunn@aldiiisey.com,2007-08-28T23:00:00.000Z,createdBy.imyw3@example.net,2008-05-13T23:00:00.000Z,modifiedBy.imyw3@example.org
31304740-776f-4e5a-a5ea-e4d17b30d8b1,Emily,Norman,senior,28668807-88b9-4236-bba9-2a41f6efdd28,71,39746.14,2007-01-02,hu,13355817-fdde-41b3-9826-a3b9703ac933,Emily.Norman@aldiiisey.com,2018-10-02T23:00:00.000Z,createdBy.imyw4@aldiiisey.com,2001-12-23T23:00:00.000Z,modifiedBy.imyw4@aldiiisey.com
31304741-57b6-43a1-a286-a5407bbfd7e0,Nebulous,Foster,senior,28668808-a798-4da0-9658-20dab211ea36,81,706.61,2000-01-13,hu,13355817-fdde-41b3-9826-a3b9703ac933,Nebulous.Foster@aldiiisey.com,2010-06-25T23:00:00.000Z,createdBy.imyw5@aldiiisey.com,2011-07-28T23:00:00.000Z,modifiedBy.imyw5@aldiiisey.com
31304742-a834-489e-9833-20e6b72dbee6,Falcon,Carter,senior,28668809-c653-4339-a60e-49757680dbb6,22,75524.45,2011-01-24,hu,13355817-fdde-41b3-9826-a3b9703ac933,Falcon.Carter@aldiiisey.com,2000-07-02T23:00:00.000Z,createdBy.imyw6@example.net,2013-07-15T23:00:00.000Z,modifiedBy.imyw6@aldiiisey.com
31304743-d545-4661-a2bc-3e1770536fca,Alexander,Ibarra,senior,28668810-18c0-4f3b-a3ab-ae635717e3b1,31,41445.09,2016-08-04,hu,13355817-fdde-41b3-9826-a3b9703ac933,Alexander.Ibarra@aldiiisey.com,2013-11-20T23:00:00.000Z,createdBy.imyw7@aldiiisey.com,2010-04-19T23:00:00.000Z,modifiedBy.imyw7@aldiiisey.com
31304744-6dee-41aa-861c-49579975c7e9,Yew,Guzman,senior,28668811-3231-4b42-a94c-2d63ffc2244f,66,90187.48,2008-01-20,hu,13355817-fdde-41b3-9826-a3b9703ac933,Yew.Guzman@aldiiisey.com,2021-07-15T23:00:00.000Z,createdBy.imyw8@aldiiisey.com,2000-02-01T23:00:00.000Z,modifiedBy.imyw8@aldiiisey.com
31304745-7fc4-49eb-a246-ce06e51a9359,Jive,Bishop,senior,28668812-d1d2-4d3a-9e4a-ee7ed1c830d1,55,54776.73,2011-02-17,hu,13355817-fdde-41b3-9826-a3b9703ac933,Jive.Bishop@aldiiisey.com,2015-05-31T23:00:00.000Z,createdBy.imyw9@example.org,2008-11-15T23:00:00.000Z,modifiedBy.imyw9@aldiiisey.com
31304746-54f9-41a2-a9f8-1d03e9429b06,Nebulous,Lane,senior,28668813-b7c7-4b36-9666-ab30cbd9cd16,41,65869.38,2014-05-07,hu,13355817-fdde-41b3-9826-a3b9703ac933,Nebulous.Lane@aldiiisey.com,2017-04-22T23:00:00.000Z,createdBy.imywa@example.net,2003-02-22T23:00:00.000Z,modifiedBy.imywa@example.org
31304747-b767-4d6e-867a-b1c9268e8ada,Stella,Yu,senior,28668814-c044-4b3e-a943-75ba8f9c3aa0,89,17594.33,2008-02-14,hu,13355817-fdde-41b3-9826-a3b9703ac933,Stella.Yu@aldiiisey.com,2011-08-19T23:00:00.000Z,createdBy.imywb@example.org,2007-11-03T23:00:00.000Z,modifiedBy.imywb@example.org
31304748-66a5-4686-b423-c0d91e4dc173,Tesseract,Mccarthy,senior,28668815-0eb1-45b9-ad58-65ff8690be4b,52,14117.96,2016-02-10,hu,13355817-fdde-41b3-9826-a3b9703ac933,Tesseract.Mccarthy@aldiiisey.com,2001-02-28T23:00:00.000Z,createdBy.imywc@example.net,2017-05-16T23:00:00.000Z,modifiedBy.imywc@example.net
31304749-af08-4737-ba8e-b5a14b288cf0,Jasper,Ulloa,senior,28668816-32c6-44b4-a47d-10c2128185de,14,12852.49,2000-06-23,hu,13355817-fdde-41b3-9826-a3b9703ac933,Jasper.Ulloa@aldiiisey.com,2023-03-26T23:00:00.000Z,createdBy.imywd@aldiiisey.com,2016-01-02T23:00:00.000Z,modifiedBy.imywd@example.org
31304750-c45b-48fd-8b3a-28dcb9797714,Kinetic,Nguyen,senior,28668817-b787-45b7-835c-da9024e5bf27,100,61675.06,2000-07-18,hu,13355817-fdde-41b3-9826-a3b9703ac933,Kinetic.Nguyen@aldiiisey.com,2023-06-22T23:00:00.000Z,createdBy.imywe@example.net,2010-07-19T23:00:00.000Z,modifiedBy.imywe@aldiiisey.com
31304751-4424-495b-80e3-14d302407d8e,Nirvana,Avery,senior,28668818-75fa-4a06-881b-7e8f285dffc8,73,16978.8,2004-02-06,hu,13355817-fdde-41b3-9826-a3b9703ac933,Nirvana.Avery@aldiiisey.com,2012-06-22T23:00:00.000Z,createdBy.imywf@example.net,2017-09-10T23:00:00.000Z,modifiedBy.imywf@example.org
31304752-4482-4ea9-b486-4b3d004a370d,Eternal,Brown,senior,28668819-b147-43ed-ac33-9eb8f99f15dd,11,85029.48,2000-11-01,hu,13355817-fdde-41b3-9826-a3b9703ac933,Eternal.Brown@aldiiisey.com,2020-05-23T23:00:00.000Z,createdBy.imywg@example.net,2023-05-24T23:00:00.000Z,modifiedBy.imywg@example.org
31304753-e96c-4c37-ab6e-9e6e98d15fdb,Jasper,Warren,senior,28668820-e998-444b-a22c-ef1738c566a0,94,5354.85,2001-09-18,hu,13355817-fdde-41b3-9826-a3b9703ac933,Jasper.Warren@aldiiisey.com,2015-05-31T23:00:00.000Z,createdBy.imywh@aldiiisey.com,2009-04-16T23:00:00.000Z,modifiedBy.imywh@example.net
31304754-fc6d-4fc0-bbb6-d6db9d0bcea3,Flux,Bell,senior,28668825-fd54-45ed-8cbd-a4b7adda88f4,40,91131.84,2020-06-01,hu,13355817-fdde-41b3-9826-a3b9703ac933,Flux.Bell@aldiiisey.com,2015-07-10T23:00:00.000Z,createdBy.imywi@aldiiisey.com,2022-10-28T23:00:00.000Z,modifiedBy.imywi@example.org
31304755-d724-4d5f-a5ed-8014f1ec436a,David,Ziegler,senior,28668826-7e26-481b-bccf-add0afa493ce,62,23412.88,2018-07-31,hu,13355817-fdde-41b3-9826-a3b9703ac933,David.Ziegler@aldiiisey.com,2006-01-30T23:00:00.000Z,createdBy.imywj@aldiiisey.com,2006-04-18T23:00:00.000Z,modifiedBy.imywj@aldiiisey.com
31304756-a431-4c32-becf-66c38cc6bd57,Zoe,Mccarthy,senior,28668827-cbf1-46d8-9480-a2cd3b7fd370,45,70667.07,2012-06-09,hu,13355817-fdde-41b3-9826-a3b9703ac933,Zoe.Mccarthy@aldiiisey.com,2016-04-02T23:00:00.000Z,createdBy.imywk@aldiiisey.com,2000-04-08T23:00:00.000Z,modifiedBy.imywk@example.net
31304757-2a01-4128-bf46-0e96b0de31fc,Dynamo,Morales,senior,28668828-18e6-4a5c-b226-c84b1085ecb9,13,10871.17,2020-09-20,hu,13355817-fdde-41b3-9826-a3b9703ac933,Dynamo.Morales@aldiiisey.com,2018-08-09T23:00:00.000Z,createdBy.imywl@example.net,2006-12-18T23:00:00.000Z,modifiedBy.imywl@example.org
31304758-134f-4730-858c-92523f86c460,Kestrel,Drake,senior,28668829-4ebd-474d-9f84-75009100d532,33,68798.7,2017-06-25,hu,13355817-fdde-41b3-9826-a3b9703ac933,Kestrel.Drake@aldiiisey.com,2013-02-24T23:00:00.000Z,createdBy.imywm@example.org,2017-09-29T23:00:00.000Z,modifiedBy.imywm@example.org
31304759-417f-4192-98c8-e980290c8b6a,Oasis,Butler,medior,28668806-9613-4716-bbcd-d08849a95869,79,22705.16,2023-11-04,hu,13355817-fdde-41b3-9826-a3b9703ac933,Oasis.Butler@aldiiisey.com,2023-05-10T23:00:00.000Z,createdBy.imywn@example.org,2001-08-17T23:00:00.000Z,modifiedBy.imywn@example.net
31304760-a08a-4170-b7dc-91e429db015c,Yonder,Ford,medior,28668807-88b9-4236-bba9-2a41f6efdd28,54,45178.32,2017-12-16,hu,13355817-fdde-41b3-9826-a3b9703ac933,Yonder.Ford@aldiiisey.com,2010-11-18T23:00:00.000Z,createdBy.imywo@example.net,2012-12-07T23:00:00.000Z,modifiedBy.imywo@aldiiisey.com
31304761-0cd5-4f53-b27e-4424a3fc2a0c,Lunar,Tate,medior,28668808-a798-4da0-9658-20dab211ea36,87,28059.94,2014-09-03,hu,13355817-fdde-41b3-9826-a3b9703ac933,Lunar.Tate@aldiiisey.com,2012-06-01T23:00:00.000Z,createdBy.imywp@example.org,2021-06-02T23:00:00.000Z,modifiedBy.imywp@example.org
31304762-e98e-4389-8129-0997067f5109,Mia,Mccarthy,medior,28668809-c653-4339-a60e-49757680dbb6,92,77868.18,2023-05-08,hu,13355817-fdde-41b3-9826-a3b9703ac933,Mia.Mccarthy@aldiiisey.com,2023-12-16T23:00:00.000Z,createdBy.imywq@aldiiisey.com,2008-08-09T23:00:00.000Z,modifiedBy.imywq@aldiiisey.com
31304763-5ec1-4ea6-9ff3-b4ec75ca2e7c,Oliver,Jimenez,medior,28668810-18c0-4f3b-a3ab-ae635717e3b1,45,54935.81,2008-11-06,hu,13355817-fdde-41b3-9826-a3b9703ac933,Oliver.Jimenez@aldiiisey.com,2014-08-23T23:00:00.000Z,createdBy.imywr@example.net,2001-08-10T23:00:00.000Z,modifiedBy.imywr@example.net
31304764-290b-4538-85ca-f4e16251dadc,Journey,Larson,medior,28668811-3231-4b42-a94c-2d63ffc2244f,59,43719.9,2010-07-17,hu,13355817-fdde-41b3-9826-a3b9703ac933,Journey.Larson@aldiiisey.com,2020-03-26T23:00:00.000Z,createdBy.imyws@example.net,2020-02-12T23:00:00.000Z,modifiedBy.imyws@example.org
31304765-e67d-4c6a-9e34-d4713d78888f,Elijah,Valdez,medior,28668812-d1d2-4d3a-9e4a-ee7ed1c830d1,28,34406.56,2014-10-20,hu,13355817-fdde-41b3-9826-a3b9703ac933,Elijah.Valdez@aldiiisey.com,2020-03-14T23:00:00.000Z,createdBy.imywt@aldiiisey.com,2010-10-22T23:00:00.000Z,modifiedBy.imywt@example.net
31304766-60fc-4f95-88a8-d01844acc6f0,Scarlett,Morgan,medior,28668813-b7c7-4b36-9666-ab30cbd9cd16,44,18217.85,2020-07-07,hu,13355817-fdde-41b3-9826-a3b9703ac933,Scarlett.Morgan@aldiiisey.com,2006-12-03T23:00:00.000Z,createdBy.imywu@example.org,2007-04-25T23:00:00.000Z,modifiedBy.imywu@example.net
31304767-7a8a-4684-9af1-1c2c619c66ad,Radiant,Xiong,medior,28668814-c044-4b3e-a943-75ba8f9c3aa0,68,10601.65,2002-07-30,hu,13355817-fdde-41b3-9826-a3b9703ac933,Radiant.Xiong@aldiiisey.com,2015-04-07T23:00:00.000Z,createdBy.imywv@example.net,2015-04-12T23:00:00.000Z,modifiedBy.imywv@example.net
31304768-c0d7-4e4a-9f6a-344c613dd44c,Grace,Odom,medior,28668815-0eb1-45b9-ad58-65ff8690be4b,86,88969.6,2016-03-03,hu,13355817-fdde-41b3-9826-a3b9703ac933,Grace.Odom@aldiiisey.com,2004-03-02T23:00:00.000Z,createdBy.imyww@example.net,2009-10-18T23:00:00.000Z,modifiedBy.imyww@example.org
31304769-3e4b-4b39-a978-67ccfc97c95e,Olivia,Graham,medior,28668816-32c6-44b4-a47d-10c2128185de,16,23732.23,2011-04-19,hu,13355817-fdde-41b3-9826-a3b9703ac933,Olivia.Graham@aldiiisey.com,2001-09-06T23:00:00.000Z,createdBy.imywx@aldiiisey.com,2022-03-22T23:00:00.000Z,modifiedBy.imywx@example.org
31304770-241b-461a-becb-b08156864e51,Sebastian,Mays,medior,28668817-b787-45b7-835c-da9024e5bf27,66,43835.37,2002-03-18,hu,13355817-fdde-41b3-9826-a3b9703ac933,Sebastian.Mays@aldiiisey.com,2017-01-25T23:00:00.000Z,createdBy.imywy@example.org,2019-10-06T23:00:00.000Z,modifiedBy.imywy@aldiiisey.com
31304771-a5b2-4663-af18-97dc4ad6f8a5,Aurora,Hayes,medior,28668818-75fa-4a06-881b-7e8f285dffc8,81,60516.22,2009-02-06,hu,13355817-fdde-41b3-9826-a3b9703ac933,Aurora.Hayes@aldiiisey.com,2022-03-01T23:00:00.000Z,createdBy.imywz@aldiiisey.com,2019-06-04T23:00:00.000Z,modifiedBy.imywz@example.org
31304772-a53b-40b1-aff7-854ed20f0cd8,Mosaic,Xuan,medior,28668819-b147-43ed-ac33-9eb8f99f15dd,82,31338.72,2022-01-21,hu,13355817-fdde-41b3-9826-a3b9703ac933,Mosaic.Xuan@aldiiisey.com,2017-06-25T23:00:00.000Z,createdBy.imyx0@aldiiisey.com,2006-05-17T23:00:00.000Z,modifiedBy.imyx0@aldiiisey.com
31304773-4517-4bd5-8742-013803fcfba4,Aria,Villarreal,medior,28668820-e998-444b-a22c-ef1738c566a0,15,5633,2012-12-07,hu,13355817-fdde-41b3-9826-a3b9703ac933,Aria.Villarreal@aldiiisey.com,2022-01-29T23:00:00.000Z,createdBy.imyx1@example.org,2019-02-04T23:00:00.000Z,modifiedBy.imyx1@example.net
31304774-8621-4e57-a21c-1c2a66014814,Riley,Xie,medior,28668825-fd54-45ed-8cbd-a4b7adda88f4,2,68870.54,2014-09-04,hu,13355817-fdde-41b3-9826-a3b9703ac933,Riley.Xie@aldiiisey.com,2014-05-04T23:00:00.000Z,createdBy.imyx2@example.org,2019-10-27T23:00:00.000Z,modifiedBy.imyx2@example.net
31304775-4501-4d6c-86b8-298e0a499e56,Serenity,Lane,medior,28668826-7e26-481b-bccf-add0afa493ce,65,16119.71,2000-11-20,hu,13355817-fdde-41b3-9826-a3b9703ac933,Serenity.Lane@aldiiisey.com,2011-07-10T23:00:00.000Z,createdBy.imyx3@aldiiisey.com,2014-09-21T23:00:00.000Z,modifiedBy.imyx3@aldiiisey.com
31304776-0405-4aad-8f35-9af89e84b1cb,Rudolf,Halmschlager,medior,28668827-cbf1-46d8-9480-a2cd3b7fd370,6,786.58,2000-04-26,hu,13355817-fdde-41b3-9826-a3b9703ac933,h.rudolf2@gmail.com,2023-04-07T23:00:00.000Z,createdBy.imyx4@aldiiisey.com,2012-08-27T23:00:00.000Z,modifiedBy.imyx4@example.org
31304777-a3c0-46e0-8ba3-f13218624190,Carter,Richards,medior,28668828-18e6-4a5c-b226-c84b1085ecb9,48,60046.17,2007-10-22,hu,13355817-fdde-41b3-9826-a3b9703ac933,Carter.Richards@aldiiisey.com,2014-06-11T23:00:00.000Z,createdBy.imyx5@example.net,2004-11-22T23:00:00.000Z,modifiedBy.imyx5@example.net
31304778-216a-4495-8db0-0095a0b7bedc,Orbit,Ferguson,medior,28668829-4ebd-474d-9f84-75009100d532,7,73927.52,2008-12-09,hu,13355817-fdde-41b3-9826-a3b9703ac933,Orbit.Ferguson@aldiiisey.com,2022-12-01T23:00:00.000Z,createdBy.imyx6@example.net,2021-08-18T23:00:00.000Z,modifiedBy.imyx6@example.org
31304779-ff6f-487c-b68c-e1833ae2dad3,Zephyr,Ortega,junior,28668806-9613-4716-bbcd-d08849a95869,8,3613.72,2005-01-26,hu,13355817-fdde-41b3-9826-a3b9703ac933,Zephyr.Ortega@aldiiisey.com,2022-08-27T23:00:00.000Z,createdBy.imyx7@example.org,2016-02-05T23:00:00.000Z,modifiedBy.imyx7@aldiiisey.com
31304780-892b-487a-b2b9-217dbb9cb270,Logan,Yates,junior,28668807-88b9-4236-bba9-2a41f6efdd28,17,95882.73,2000-10-08,hu,13355817-fdde-41b3-9826-a3b9703ac933,Logan.Yates@aldiiisey.com,2017-02-05T23:00:00.000Z,createdBy.imyx8@aldiiisey.com,2010-06-04T23:00:00.000Z,modifiedBy.imyx8@example.org
31304781-8b71-4321-bf60-a1199f6ae292,Kai,Henderson,junior,28668808-a798-4da0-9658-20dab211ea36,69,62834.55,2016-11-04,hu,13355817-fdde-41b3-9826-a3b9703ac933,Kai.Henderson@aldiiisey.com,2017-10-30T23:00:00.000Z,createdBy.imyx9@aldiiisey.com,2012-06-25T23:00:00.000Z,modifiedBy.imyx9@aldiiisey.com
31304782-1488-4171-879a-7f0390989487,Jasper,Jacobs,junior,28668809-c653-4339-a60e-49757680dbb6,100,43565.06,2016-02-28,hu,13355817-fdde-41b3-9826-a3b9703ac933,Jasper.Jacobs@aldiiisey.com,2011-09-13T23:00:00.000Z,createdBy.imyxa@example.org,2007-09-29T23:00:00.000Z,modifiedBy.imyxa@example.org
31304783-b8a0-4284-a2c4-41da0d470b28,Sage,Valencia,junior,28668810-18c0-4f3b-a3ab-ae635717e3b1,53,38114.48,2010-04-16,hu,13355817-fdde-41b3-9826-a3b9703ac933,Sage.Valencia@aldiiisey.com,2010-04-06T23:00:00.000Z,createdBy.imyxb@example.net,2008-08-27T23:00:00.000Z,modifiedBy.imyxb@example.org
31304784-64f0-4e85-88fe-4b7b5522261e,Delta,Hayes,junior,28668811-3231-4b42-a94c-2d63ffc2244f,14,39217.96,2004-01-15,hu,13355817-fdde-41b3-9826-a3b9703ac933,Delta.Hayes@aldiiisey.com,2009-01-08T23:00:00.000Z,createdBy.imyxc@example.org,2020-03-20T23:00:00.000Z,modifiedBy.imyxc@example.net
31304785-22e4-43b7-9047-fbc503ee73a2,Hunter,Quinn,junior,28668812-d1d2-4d3a-9e4a-ee7ed1c830d1,90,68953.02,2010-10-16,hu,13355817-fdde-41b3-9826-a3b9703ac933,Hunter.Quinn@aldiiisey.com,2012-11-24T23:00:00.000Z,createdBy.imyxd@example.org,2020-03-03T23:00:00.000Z,modifiedBy.imyxd@aldiiisey.com
31304786-0621-4b02-a360-1db4445bd326,Finn,Mitchell,junior,28668813-b7c7-4b36-9666-ab30cbd9cd16,22,92564.21,2003-10-10,hu,13355817-fdde-41b3-9826-a3b9703ac933,Finn.Mitchell@aldiiisey.com,2000-04-16T23:00:00.000Z,createdBy.imyxe@example.org,2012-07-19T23:00:00.000Z,modifiedBy.imyxe@example.org
31304787-d2d0-49d3-8c48-cc1c335297a6,Yew,Hanson,junior,28668814-c044-4b3e-a943-75ba8f9c3aa0,20,2636.53,2021-01-22,hu,13355817-fdde-41b3-9826-a3b9703ac933,Yew.Hanson@aldiiisey.com,2020-10-24T23:00:00.000Z,createdBy.imyxf@aldiiisey.com,2004-07-14T23:00:00.000Z,modifiedBy.imyxf@example.org
31304788-2864-4801-bb54-513fdef5c7f9,Violet,Zimmerman,junior,28668815-0eb1-45b9-ad58-65ff8690be4b,79,85313.75,2010-08-05,hu,13355817-fdde-41b3-9826-a3b9703ac933,Violet.Zimmerman@aldiiisey.com,2000-02-03T23:00:00.000Z,createdBy.imyxg@aldiiisey.com,2007-06-28T23:00:00.000Z,modifiedBy.imyxg@example.net
31304789-dbd2-4a5a-afee-4ea22508fd56,Blaze,Keith,junior,28668816-32c6-44b4-a47d-10c2128185de,30,14193.3,2008-09-17,hu,13355817-fdde-41b3-9826-a3b9703ac933,Blaze.Keith@aldiiisey.com,2008-02-08T23:00:00.000Z,createdBy.imyxh@aldiiisey.com,2008-11-15T23:00:00.000Z,modifiedBy.imyxh@aldiiisey.com
31304790-78eb-47ac-b4c0-a9cd4e2d4475,Stardust,Dixon,junior,28668817-b787-45b7-835c-da9024e5bf27,2,26542.21,2013-12-23,hu,13355817-fdde-41b3-9826-a3b9703ac933,Stardust.Dixon@aldiiisey.com,2017-08-19T23:00:00.000Z,createdBy.imyxi@aldiiisey.com,2018-01-07T23:00:00.000Z,modifiedBy.imyxi@example.net
31304791-71a5-496f-8026-665701bcdcb0,Xenon,Jordan,junior,28668818-75fa-4a06-881b-7e8f285dffc8,88,13700.56,2015-07-31,hu,13355817-fdde-41b3-9826-a3b9703ac933,Xenon.Jordan@aldiiisey.com,2023-01-07T23:00:00.000Z,createdBy.imyxj@aldiiisey.com,2012-09-24T23:00:00.000Z,modifiedBy.imyxj@aldiiisey.com
